[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Češki jezik i književnost (dvopredmetni)', 'Zagreb', 32.0, 406.0, 5.0, 0.16, 0, 30.0]
[2014, 'l', 'Zdravstveno veleučilište u Zagrebu', 'Javna veleučilišta', 'Zdravstveno veleučilište u Zagrebu', 'Izvanredni', 'Sestrinstvo (izvanredni, stručni)', 'Zagreb', 30.0, 359.0, 77.0, 2.57, 0, 30.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Hungarologija (dvopredmetni)', 'Zagreb', 32.0, 230.0, 12.0, 0.38, 0, 30.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Poljski jezik i književnost (dvopredmetni)', 'Zagreb', 32.0, 316.0, 10.0, 0.31, 0, 30.0]
[2014, 'l', 'Sveučilište Jurja Dobrile u Puli', 'Javna sveučilišta', 'Fakultet ekonomije i turizma Dr. Mijo Mirković Sveučilišta u Puli', 'Redovni', 'Ekonomija', 'Pula', 31.0, 259.0, 21.0, 0.68, 0, 30.0]
[2014, 'l', 'Sveučilište Jurja Dobrile u Puli', 'Javna sveučilišta', 'Fakultet za interdisciplinarne, talijanske i kulturološke studije Sveučilišta u Puli', 'Redovni', 'Kultura i turizam', 'Pula', 31.0, 397.0, 62.0, 2.0, 0, 30.0]
[2014, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za komunikologiju Sveučilišta u Dubrovniku', 'Redovni', 'Mediji i kultura društva', 'Dubrovnik', 33.0, 191.0, 52.0, 1.58, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za etnologiju i antropologiju Sveučilišta u Zadru', 'Redovni', 'Etnologija i antropologija (dvopredmetni)', 'Zadar', 32.0, 209.0, 22.0, 0.69, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za geografiju Sveučilišta u Zadru', 'Redovni', 'Geografija (dvopredmetni); smjer: nastavnički', 'Zadar', 32.0, 178.0, 32.0, 1.0, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za informacijske znanosti Sveučilišta u Zadru', 'Redovni', 'Informacijske znanosti', 'Zadar', 32.0, 166.0, 26.0, 0.81, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za povijest Sveučilišta u Zadru', 'Redovni', 'Povijest (dvopredmetni)', 'Zadar', 32.0, 212.0, 14.0, 0.44, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za rusistiku Sveučilišta u Zadru', 'Redovni', 'Ruski jezik i književnost (dvopredmetni)', 'Zadar', 35.0, 335.0, 36.0, 1.03, 0, 30.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet strojarstva i brodogradnje Sveučilišta u Zagrebu', 'Redovni', 'Zrakoplovstvo', 'Zagreb', 31.0, 556.0, 31.0, 1.0, 0, 30.0]
[2014, 'l', 'Veleučilište "Nikola Tesla" u Gospiću', 'Javna veleučilišta', 'Veleučilište "Nikola Tesla" u Gospiću', 'Redovni', 'Cestovni promet (stručni)', 'Gospić', 30.0, 148.0, 41.0, 1.37, 0, 30.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Ekonomija (izvanredni)', 'Zagreb', 30.0, 605.0, 50.0, 1.67, 0, 30.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Sigurnost na radu (izvanredni, stručni)', 'Rijeka', 30.0, 161.0, 26.0, 0.87, 0, 30.0]
[2014, 'l', 'Veleučilište u Bjelovaru', 'Privatna veleučilišta', 'Veleučilište u Bjelovaru', 'Redovni', 'Sestrinstvo (stručni)', 'Bjelovar', 30.0, 274.0, 47.0, 1.57, 0, 30.0]
[2014, 'l', 'Visoka škola za menadžment u turizmu i informatici u Virovitici', 'Javne visoke škole', 'Visoka škola za menadžment u turizmu i informatici u Virovitici', 'Redovni', 'Menadžment; smjer: Menadžment ruralnog turizma (stručni)', 'Virovitica', 35.0, 114.0, 32.0, 0.91, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za turizam i komunikacijske znanosti Sveučilišta u Zadru', 'Izvanredni', 'Kultura i turizam  (izvanredni)', 'Zadar', 31.0, 104.0, 28.0, 0.9, 0, 30.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za ekologiju, agronomiju i akvakulturu Sveučilišta u Zadru', 'Redovni', 'Primijenjena ekologija u poljoprivredi', 'Zadar', 32.0, 208.0, 61.0, 1.91, 0, 30.0]
[2014, 'l', 'Visoka škola za menadžment u turizmu i informatici u Virovitici', 'Javne visoke škole', 'Visoka škola za menadžment u turizmu i informatici u Virovitici', 'Redovni', 'Poduzetništvo (stručni)', 'Virovitica', 35.0, 134.0, 31.0, 0.89, 0, 30.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Fakultet za  menadžment u turizmu i ugostiteljstvu Sveučilišta u Rijeci', 'Izvanredni', 'Menadžment održivog razvoja  (izvanredni)', 'Opatija', 30.0, 165.0, 30.0, 1.0, 0, 30.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Fakultet agrobiotehničkih znanosti Osijek', 'Redovni', 'Bilinogojstvo, smjer Ratarstvo (stručni)', 'Osijek', 32.0, 288.0, 62.0, 1.94, 0, 30.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Fakultet za  menadžment u turizmu i ugostiteljstvu Sveučilišta u Rijeci', 'Redovni', 'Menadžment održivog razvoja ', 'Opatija', 31.0, 596.0, 83.0, 2.68, 0, 30.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Kemijsko-tehnološki fakultet Sveučilišta u Splitu', 'Redovni', 'Kemija', 'Split', 30.0, 195.0, 26.0, 0.87, 0, 30.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Latinski jezik i književnost (dvopredmetni)', 'Zagreb', 32.0, 114.0, 8.0, 0.25, 0, 29.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Cestovni promet (izvanredni, stručni)', 'Rijeka', 35.0, 99.0, 19.0, 0.54, 0, 29.0]
[2014, 'l', 'Visoka škola međunarodnih odnosa i diplomacije Dag Hammarskjöld', 'Privatne visoke škole', 'Visoka škola međunarodnih odnosa i diplomacije Dag Hammarskjöld', 'Redovni', 'Međunarodni odnosi i diplomacija (stručni)', 'Zagreb', 120.0, 127.0, 22.0, 0.18, 0, 29.0]
[2014, 'l', 'Visoko učilište Algebra', 'Privatne visoke škole', 'Visoko učilište Algebra', 'Redovni', 'Multimedijsko računarstvo (stručni)', 'Zagreb', 100.0, 86.0, 29.0, 0.29, 0, 29.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Katolički bogoslovni fakultet Sveučilišta u Splitu', 'Redovni', 'Filozofsko - teološki studij', 'Split', 28.0, 85.0, 43.0, 1.54, 0, 28.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Hrvatski studiji Sveučilišta u Zagrebu', 'Redovni', 'Kroatologija (dvopredmetni)', 'Zagreb', 28.0, 69.0, 6.0, 0.21, 0, 28.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Judaistika (dvopredmetni)', 'Zagreb', 30.0, 148.0, 5.0, 0.17, 0, 28.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Arheologija (dvopredmetni)', 'Zagreb', 30.0, 457.0, 31.0, 1.03, 0, 28.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Osijeku', 'Redovni', 'Informatologija (jednopredmetni)', 'Osijek', 28.0, 160.0, 39.0, 1.39, 0, 28.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Medicinski fakultet Sveučilišta u Rijeci', 'Redovni', 'Sanitarno inženjerstvo', 'Rijeka', 33.0, 81.0, 18.0, 0.55, 0, 28.0]
[2014, 'l', 'Veleučilište "Marko Marulić" u Kninu', 'Javna veleučilišta', 'Veleučilište "Marko Marulić" u Kninu', 'Redovni', 'Trgovinsko poslovanje s poduzetništvom (stručni)', 'Knin', 40.0, 76.0, 23.0, 0.57, 0, 28.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Ekonomija (izvanredni)', 'Rijeka', 30.0, 153.0, 16.0, 0.53, 0, 28.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za ekologiju, agronomiju i akvakulturu Sveučilišta u Zadru', 'Izvanredni', 'Primijenjena ekologija u poljoprivredi (izvanredni)', 'Zadar', 30.0, 54.0, 17.0, 0.57, 0, 28.0]
[2014, 'l', 'RIT Croatia', 'Privatne visoke škole', 'RIT Croatia', 'Redovni', 'Informacijske tehnologije (stručni)', 'Zagreb', 40.0, 70.0, 27.0, 0.68, 0, 27.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Rijeci', 'Redovni', 'Njemački jezik i književnost (dvopredmetni)', 'Rijeka', 47.0, 84.0, 32.0, 0.68, 0, 27.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Pomorski fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Logistika i menadžment u pomorstvu i prometu (izvanredni)', 'Rijeka', 27.0, 117.0, 15.0, 0.56, 0, 27.0]
[2014, 'l', 'Sveučilište Jurja Dobrile u Puli', 'Javna sveučilišta', 'Odjel za prirodne i zdravstvene studije Sveučilišta u Puli', 'Redovni', 'Znanost o moru', 'Pula', 31.0, 89.0, 18.0, 0.58, 0, 27.0]
[2014, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za elektrotehniku i računarstvo Sveučilišta u Dubrovniku', 'Redovni', 'Elektrotehničke i komunikacijske tehnologije u pomorstvu', 'Dubrovnik', 28.0, 91.0, 24.0, 0.86, 0, 27.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu', 'Izvanredni', 'Primjena informacijske tehnologije u poslovanju (izvanredni, stručni)', 'Križevci', 30.0, 71.0, 22.0, 0.73, 0, 27.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Osijeku', 'Izvanredni', 'Pravo (izvanredni)', 'Osijek', 80.0, 90.0, 12.0, 0.15, 0, 26.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Poduzetništvo (izvanredni, stručni)', 'Rijeka', 30.0, 93.0, 18.0, 0.6, 0, 26.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Splitu', 'Redovni', 'Sociologija', 'Split', 25.0, 234.0, 40.0, 1.6, 0, 25.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Prirodoslovno-matematički fakultet Sveučilišta u Splitu', 'Redovni', 'Informatika', 'Split', 35.0, 83.0, 19.0, 0.54, 0, 25.0]
[2014, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Redovni', 'Odnosi s javnošću i studij medija (stručni)', 'Zagreb', 25.0, 88.0, 23.0, 0.92, 0, 25.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Fakultet za odgojne i obrazovne znanosti Sveučilišta u Osijeku', 'Redovni', 'Učiteljski studij', 'Slavonski Brod', 25.0, 386.0, 64.0, 2.56, 0, 25.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Medicinski fakultet Sveučilišta u Rijeci', 'Redovni', 'Dentalna medicina', 'Rijeka', 30.0, 230.0, 67.0, 2.23, 0, 25.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Osijeku', 'Redovni', 'Engleski jezik i književnost i Njemački jezik i književnost', 'Osijek', 25.0, 67.0, 32.0, 1.28, 0, 25.0]
[2014, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Pomorski odjel Sveučilišta u Dubrovniku', 'Redovni', 'Brodostrojarstvo', 'Dubrovnik', 26.0, 118.0, 43.0, 1.65, 0, 25.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Rijeci', 'Redovni', 'Ekonomija', 'Rijeka', 25.0, 679.0, 37.0, 1.48, 0, 25.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za klasičnu filologiju Sveučilišta u Zadru', 'Redovni', 'Latinski jezik i rimska književnost (dvopredmetni)', 'Zadar', 32.0, 66.0, 10.0, 0.31, 0, 25.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za talijanistiku Sveučilišta u Zadru', 'Redovni', 'Talijanski jezik; smjer: prevoditeljski (dvopredmetni)', 'Zadar', 27.0, 119.0, 17.0, 0.63, 0, 25.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Učiteljski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Rani i predškolski odgoj i obrazovanje', 'Petrinja', 25.0, 422.0, 54.0, 2.16, 0, 25.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Redovni', 'Poduzetništvo (stručni)', 'Pazin', 25.0, 71.0, 15.0, 0.6, 0, 25.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Splitu', 'Izvanredni', 'Turizam (izvanredni)', 'Split', 25.0, 83.0, 16.0, 0.64, 0, 25.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Redovni', 'Telematika (stručni)', 'Rijeka', 25.0, 236.0, 37.0, 1.48, 0, 25.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za izobrazbu učitelja i odgojitelja Sveučilišta u Zadru', 'Izvanredni', 'Rani i predškolski odgoj i obrazovanje (izvanredni)', 'Zadar', 27.0, 197.0, 39.0, 1.44, 0, 25.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Prirodoslovno-matematički fakultet Sveučilišta u Splitu', 'Redovni', 'Fizika', 'Split', 37.0, 68.0, 22.0, 0.59, 0, 24.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Rijeci', 'Redovni', 'Talijanski jezik i književnost (dvopredmetni)', 'Rijeka', 42.0, 71.0, 18.0, 0.43, 0, 24.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Osijeku', 'Izvanredni', 'Upravni studij (izvanredni, stručni)', 'Osijek', 30.0, 78.0, 13.0, 0.43, 0, 24.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Ukrajinski jezik i književnost (dvopredmetni)', 'Zagreb', 26.0, 257.0, 9.0, 0.35, 0, 24.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Hrvatski studiji Sveučilišta u Zagrebu', 'Redovni', 'Komunikologija (jednopredmetni)', 'Zagreb', 25.0, 241.0, 43.0, 1.72, 0, 24.0]
[2014, 'l', 'EFFECTUS studij financije i pravo - visoko učilište', 'Privatne visoke škole', 'EFFECTUS studij financije i pravo - visoko učilište', 'Redovni', 'Financije i pravo (stručni)', 'Zagreb', 60.0, 112.0, 14.0, 0.23, 0, 24.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Agronomski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Krajobrazna arhitektura', 'Zagreb', 30.0, 90.0, 28.0, 0.93, 0, 23.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Farmaceutsko-biokemijski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Medicinska biokemija', 'Zagreb', 25.0, 553.0, 48.0, 1.92, 0, 23.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Redovni', 'Mediteranska poljoprivreda; smjerovi: Opća mediteranska poljoprivreda, Pčelarstvo (stručni)', 'Poreč', 25.0, 62.0, 22.0, 0.88, 0, 23.0]
[2014, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Redovni', 'Novinarstvo (stručni)', 'Zagreb', 25.0, 73.0, 14.0, 0.56, 0, 23.0]
[2014, 'l', 'Veleučilište u Slavonskom Brodu', 'Javna veleučilišta', 'Veleučilište u Slavonskom Brodu', 'Izvanredni', 'Menadžment (izvanredni, stručni)', 'Slavonski Brod', 70.0, 51.0, 17.0, 0.24, 0, 23.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Hrvatski studiji Sveučilišta u Zagrebu', 'Redovni', 'Komunikologija (dvopredmetni)', 'Zagreb', 22.0, 271.0, 40.0, 1.82, 0, 23.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Hrvatski studiji Sveučilišta u Zagrebu', 'Redovni', 'Kroatologija (jednopredmetni)', 'Zagreb', 24.0, 37.0, 16.0, 0.67, 0, 22.0]
[2014, 'l', 'Veleučilište "Nikola Tesla" u Gospiću', 'Javna veleučilišta', 'Veleučilište "Nikola Tesla" u Gospiću', 'Redovni', 'Upravni studij (stručni)', 'Otočac', 30.0, 70.0, 25.0, 0.83, 0, 22.0]
[2014, 'l', 'Veleučilište u Požegi', 'Javna veleučilišta', 'Veleučilište u Požegi', 'Redovni', 'Vinogradarstvo-vinarstvo-voćarstvo (stručni)', 'Požega', 45.0, 123.0, 30.0, 0.67, 0, 22.0]
[2014, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za stručne studije Sveučilišta u Dubrovniku', 'Izvanredni', 'Sestrinstvo (izvanredni, stručni)', 'Dubrovnik', 26.0, 55.0, 18.0, 0.69, 0, 22.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Teološko-katehetski odjel Sveučilišta u Zadru', 'Redovni', 'Teološko-katehetski studij (dvopredmetni)', 'Zadar', 25.0, 80.0, 10.0, 0.4, 0, 21.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Učiteljski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Rani i predškolski odgoj i obrazovanje', 'Čakovec', 20.0, 301.0, 69.0, 3.45, 0, 21.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Upravni studij (izvanredni, stručni)', 'Rijeka', 50.0, 72.0, 13.0, 0.26, 0, 21.0]
[2014, 'l', 'Sveučilište Sjever', 'Javna sveučilišta', 'Sveučilište Sjever', 'Redovni', 'Novinarstvo', 'Koprivnica', 20.0, 269.0, 45.0, 2.25, 0, 20.0]
[2014, 'l', 'Sveučilište Sjever', 'Javna sveučilišta', 'Sveučilište Sjever', 'Izvanredni', 'Novinarstvo (izvanredni)', 'Koprivnica', 20.0, 99.0, 17.0, 0.85, 0, 20.0]
[2014, 'l', 'Sveučilište Sjever', 'Javna sveučilišta', 'Sveučilište Sjever', 'Izvanredni', 'Poslovanje i menadžment (izvanredni, stručni)', 'Koprivnica', 20.0, 81.0, 22.0, 1.1, 0, 20.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Porezni studij (izvanredni, stručni)', 'Zagreb', 20.0, 173.0, 23.0, 1.15, 0, 20.0]
[2014, 'l', 'Sveučilište Sjever', 'Javna sveučilišta', 'Sveučilište Sjever', 'Redovni', 'Sestrinstvo (stručni)', 'Varaždin', 20.0, 275.0, 48.0, 2.4, 0, 20.0]
[2014, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Redovni', 'Održavanje motornih vozila (stručni)', 'Velika Gorica', 30.0, 81.0, 23.0, 0.77, 0, 20.0]
[2014, 'l', 'Sveučilište Sjever', 'Javna sveučilišta', 'Sveučilište Sjever', 'Redovni', 'Poslovanje i menadžment (stručni)', 'Koprivnica', 20.0, 236.0, 40.0, 2.0, 0, 20.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu', 'Redovni', 'Geofizika', 'Zagreb', 22.0, 190.0, 26.0, 1.18, 0, 20.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Fakultet za odgojne i obrazovne znanosti Sveučilišta u Osijeku', 'Izvanredni', 'Rani i predškolski odgoj i obrazovanje (izvanredni)', 'Slavonski Brod', 20.0, 113.0, 35.0, 1.75, 0, 20.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Sveučilišni odjel za studije mora Sveučilišta u Splitu', 'Redovni', 'Biologija i tehnologija mora', 'Split', 20.0, 84.0, 28.0, 1.4, 0, 20.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Antropologija (dvopredmetni)', 'Zagreb', 22.0, 509.0, 19.0, 0.86, 0, 20.0]
[2014, 'l', 'Veleučilište "Lavoslav Ružička" u Vukovaru', 'Javna veleučilišta', 'Veleučilište "Lavoslav Ružička" u Vukovaru', 'Izvanredni', 'Fizioterapija (izvanredni, stručni)', 'Vukovar', 20.0, 143.0, 22.0, 1.1, 0, 20.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Filozofija (jednopredmetni)', 'Zagreb', 22.0, 223.0, 26.0, 1.18, 0, 20.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Povijest (dvopredmetni)', 'Zagreb', 22.0, 438.0, 23.0, 1.05, 0, 20.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Slovački jezik i književnost (dvopredmetni)', 'Zagreb', 22.0, 218.0, 3.0, 0.14, 0, 20.0]
[2014, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Akademija primijenjenih umjetnosti', 'Redovni', 'Primijenjena umjetnost', 'Rijeka', 25.0, 98.0, 49.0, 1.96, 0, 20.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za geografiju Sveučilišta u Zadru', 'Redovni', 'Geografija (jednopredmetni); smjer:  Primijenjena geografija', 'Zadar', 22.0, 164.0, 39.0, 1.77, 0, 20.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za klasičnu filologiju Sveučilišta u Zadru', 'Redovni', 'Grčki jezik i književnost (dvopredmetni)', 'Zadar', 22.0, 62.0, 4.0, 0.18, 0, 20.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za povijest Sveučilišta u Zadru', 'Redovni', 'Povijest (jednopredmetni)', 'Zadar', 22.0, 120.0, 17.0, 0.77, 0, 20.0]
[2014, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Redovni', 'Vinarstvo (stručni)', 'Poreč', 25.0, 75.0, 15.0, 0.6, 0, 20.0]
[2014, 'l', 'Veleučilište u Bjelovaru', 'Privatna veleučilišta', 'Veleučilište u Bjelovaru', 'Izvanredni', 'Sestrinstvo (izvanredni, stručni)', 'Bjelovar', 20.0, 154.0, 40.0, 2.0, 0, 20.0]
[2014, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Pomorski odjel Sveučilišta u Zadru', 'Izvanredni', 'Nautika i tehnologija pomorskog prometa (izvanredni)', 'Zadar', 30.0, 68.0, 9.0, 0.3, 0, 20.0]
[2014, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za stručne studije Sveučilišta u Dubrovniku', 'Izvanredni', 'Financijski menadžment (izvanredni, stručni)', 'Ploče', 22.0, 31.0, 20.0, 0.91, 0, 20.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Fakultet agrobiotehničkih znanosti Osijek', 'Redovni', 'Zootehnika (stručni)', 'Osijek', 22.0, 216.0, 24.0, 1.09, 0, 20.0]
[2014, 'l', 'RIT Croatia', 'Privatne visoke škole', 'RIT Croatia', 'Redovni', 'Service Management (stručni)', 'Dubrovnik', 55.0, 30.0, 20.0, 0.36, 0, 19.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Prirodoslovno-matematički fakultet Sveučilišta u Splitu', 'Redovni', 'Matematika i informatika; smjer: nastavnički', 'Split', 40.0, 95.0, 17.0, 0.43, 0, 19.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Kineziološki fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Izobrazba trenera; smjer: Fitnes (izvanredni, stručni)', 'Zagreb', 30.0, 125.0, 31.0, 1.03, 0, 19.0]
[2014, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Katolički bogoslovni fakultet u Đakovu Sveučilišta u Osijeku', 'Redovni', 'Filozofsko-teološki studij', 'Đakovo', 43.0, 63.0, 27.0, 0.63, 0, 19.0]
[2014, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Redovni', 'Poslovna informatika (stručni)', 'Zagreb', 30.0, 63.0, 18.0, 0.6, 0, 19.0]
[2014, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Učiteljski fakultet Sveučilišta u Zagrebu', 'Redovni', 'Učiteljski studij (s njemačkim jezikom)', 'Zagreb', 25.0, 61.0, 21.0, 0.84, 0, 19.0]
[2014, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Sveučilišni odjel za stručne studije', 'Izvanredni', 'Elektronika (izvanredni, stručni)', 'Split', 22.0, 57.0, 7.0, 0.32, 0, 18.0]
