[2010, 'l', 'Veleučilište "Marko Marulić" u Kninu', 'Javna veleučilišta', 'Veleučilište "Marko Marulić" u Kninu', 'Redovni', 'Poljoprivreda krša - Stočarstvo krša (stručni)', 'Knin', 30.0, 36.0, 4.0, 0.13, 0, 3.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Redovni', 'Očna optika (stručni)', 'Velika Gorica', 23.0, 142.0, 16.0, 0.7, 0, 3.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Redovni', 'Održavanje računalnih sustava (stručni)', 'Velika Gorica', 35.0, 339.0, 33.0, 0.94, 0, 3.0]
[2010, 'l', 'Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ', 'Privatna veleučilišta', 'Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ', 'Redovni', 'Poslovanje i upravljanje (stručni)', 'Biograd na Moru', 20.0, 52.0, 4.0, 0.2, 0, 3.0]
[2010, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Strojarski fakultet u Slavonskom Brodu Sveučilišta u Osijeku', 'Izvanredni', 'Strojarstvo (izvanredni)', 'Slavonski Brod', 30.0, 67.0, 5.0, 0.17, 0, 3.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Sveučilišni odjel za stručne studije', 'Izvanredni', 'Informacijska tehnologija (izvanredni, stručni)', 'Split', 20.0, 77.0, 4.0, 0.2, 0, 3.0]
[2010, 'l', 'Veleučilište u Požegi', 'Javna veleučilišta', 'Veleučilište u Požegi', 'Izvanredni', 'Trgovina (izvanredni, stručni)', 'Požega', 67.0, 68.0, 3.0, 0.04, 0, 3.0]
[2010, 'l', 'Veleučilište u Požegi', 'Javna veleučilišta', 'Veleučilište u Požegi', 'Izvanredni', 'Vinogradarstvo-vinarstvo-voćarstvo (izvanredni, stručni)', 'Požega', 29.0, 61.0, 5.0, 0.17, 0, 3.0]
[2010, 'l', 'Veleučilište "Nikola Tesla" u Gospiću', 'Javna veleučilišta', 'Veleučilište "Nikola Tesla" u Gospiću', 'Izvanredni', 'Cestovni promet (izvanredni, stručni)', 'Gospić', 36.0, 115.0, 16.0, 0.44, 0, 3.0]
[2010, 'l', 'Veleučilište u Slavonskom Brodu', 'Javna veleučilišta', 'Veleučilište u Slavonskom Brodu', 'Izvanredni', 'Proizvodno strojarstvo (izvanredni, stručni)', 'Slavonski Brod', 50.0, 81.0, 9.0, 0.18, 0, 3.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Izvanredni', 'Održavanje zrakoplova (izvanredni, stručni)', 'Velika Gorica', 20.0, 64.0, 6.0, 0.3, 0, 3.0]
[2010, 'l', 'Visoka poslovna škola Libertas', 'Privatne visoke škole', 'Visoka poslovna škola Libertas ', 'Izvanredni', 'Poslovna ekonomija (izvanredni, stručni)', 'Zagreb', 70.0, 203.0, 17.0, 0.24, 0, 3.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Umjetnička akademija Sveučilišta u Splitu', 'Redovni', 'Gudački instrumenti; smjer: Violina', 'Split', 9.0, 4.0, 1.0, 0.11, 0, 2.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Umjetnička akademija Sveučilišta u Splitu', 'Redovni', 'Kiparstvo', 'Split', 8.0, 43.0, 10.0, 1.25, 0, 2.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Umjetnička akademija Sveučilišta u Splitu', 'Redovni', 'Solo pjevanje', 'Split', 4.0, 14.0, 5.0, 1.25, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Klarinet', 'Zagreb', 3.0, 11.0, 9.0, 3.0, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Kontrabas', 'Zagreb', 2.0, 6.0, 3.0, 1.5, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Orgulje', 'Zagreb', 2.0, 8.0, 3.0, 1.5, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Saksofon', 'Zagreb', 2.0, 5.0, 4.0, 2.0, 0, 2.0]
[2010, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Redovni', 'Novinarstvo (stručni)', 'Zagreb', 50.0, 148.0, 15.0, 0.3, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Flauta', 'Zagreb', 3.0, 11.0, 7.0, 2.33, 0, 2.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Sveučilišni odjel za stručne studije', 'Izvanredni', 'Konstrukcijsko strojarstvo (izvanredni, stručni)', 'Split', 10.0, 26.0, 5.0, 0.5, 0, 2.0]
[2010, 'l', 'Međimursko veleučilište u Čakovcu', 'Javna veleučilišta', 'Međimursko veleučilište u Čakovcu', 'Izvanredni', 'Računarstvo (izvanredni, stručni)', 'Čakovec', 42.0, 111.0, 7.0, 0.17, 0, 2.0]
[2010, 'l', 'Visoko učilište Algebra', 'Privatne visoke škole', 'Visoko učilište Algebra', 'Izvanredni', 'Primijenjeno računarstvo (izvanredni, stručni)', 'Zagreb', 70.0, 102.0, 10.0, 0.14, 0, 2.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Izvanredni', 'Očna optika (izvanredni, stručni)', 'Velika Gorica', 10.0, 37.0, 8.0, 0.8, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Ekonomija (izvanredni)', 'Zagreb', 0.0, 0.0, 0.0, 0.0, 0, 2.0]
[2010, 'l', 'Veleučilište Hrvatsko zagorje Krapina', 'Privatna veleučilišta', 'Veleučilište Hrvatsko zagorje Krapina', 'Izvanredni', 'Prometna logistika (izvanredni, stručni)', 'Krapina', 30.0, 61.0, 6.0, 0.2, 0, 2.0]
[2010, 'l', 'Visoka škola za ekonomiju, poduzetništvo i upravljanje Nikola Šubić Zrinski', 'Privatne visoke škole', 'Visoka škola za ekonomiju, poduzetništvo i upravljanje Nikola Šubić Zrinski', 'Izvanredni', 'Ekonomija poduzetništva (izvanredni, stručni)', 'Zagreb', 70.0, 125.0, 8.0, 0.11, 0, 2.0]
[2010, 'l', 'Visoko gospodarsko učilište u Križevcima', 'Javne visoke škole', 'Visoko gospodarsko učilište u Križevcima', 'Izvanredni', 'Poljoprivreda (izvanredni, stručni)', 'Križevci', 60.0, 73.0, 7.0, 0.12, 0, 2.0]
[2010, 'l', 'Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ', 'Privatna veleučilišta', 'Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ', 'Izvanredni', 'Poslovanje i upravljanje (izvanredni, stručni)', 'Biograd na Moru', 40.0, 20.0, 2.0, 0.05, 0, 2.0]
[2010, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Osijeku', 'Redovni', 'Mađarski jezik i književnost i Engleski jezik i književnost', 'Osijek', 10.0, 8.0, 1.0, 0.1, 0, 2.0]
[2010, 'l', 'Sveučilište Jurja Dobrile u Puli', 'Javna sveučilišta', 'Fakultet za interdisciplinarne, talijanske i kulturološke studije Sveučilišta u Puli', 'Izvanredni', 'Kultura i turizam (izvanredni)', 'Pula', 12.0, 90.0, 7.0, 0.58, 0, 2.0]
[2010, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Izvanredni', 'Turizam (izvanredni, stručni)', 'Zagreb', 25.0, 22.0, 1.0, 0.04, 0, 2.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Akademija likovnih umjetnosti Sveučilišta u Zagrebu', 'Redovni', 'Restauriranje i konzerviranje umjetnina; smjer: kiparstvo', 'Zagreb', 6.0, 3.0, 3.0, 0.5, 0, 2.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Umjetnička akademija Sveučilišta u Splitu', 'Redovni', 'Gitara', 'Split', 4.0, 8.0, 2.0, 0.5, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Akademija dramske umjetnosti Sveučilišta u Zagrebu', 'Redovni', 'Kazališna režija i radiofonija', 'Zagreb', 4.0, 40.0, 8.0, 2.0, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Gitara', 'Zagreb', 3.0, 27.0, 8.0, 2.67, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Muzikologija - dvopredmetno', 'Zagreb', 8.0, 13.0, 0.0, 0.0, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Oboa', 'Zagreb', 2.0, 4.0, 3.0, 1.5, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Rog', 'Zagreb', 4.0, 2.0, 1.0, 0.25, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Udaraljke', 'Zagreb', 3.0, 14.0, 9.0, 3.0, 0, 1.0]
[2010, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Pomorski fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Brodostrojarstvo (izvanredni)', 'Rijeka', 22.0, 48.0, 5.0, 0.23, 0, 1.0]
[2010, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Pomorski fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Elektroničke i informatičke tehnologije u pomorstvu (izvanredni)', 'Rijeka', 20.0, 67.0, 6.0, 0.3, 0, 1.0]
[2010, 'l', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Pomorski fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Tehnologija i organizacija prometa (izvanredni)', 'Rijeka', 10.0, 79.0, 1.0, 0.1, 0, 1.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Pomorski fakultet Sveučilišta u Splitu', 'Izvanredni', 'Brodostrojarstvo (izvanredni)', 'Split', 30.0, 62.0, 2.0, 0.07, 0, 1.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Sveučilišni odjel za stručne studije', 'Izvanredni', 'Elektroenergetika (izvanredni, stručni)', 'Split', 10.0, 71.0, 5.0, 0.5, 0, 1.0]
[2010, 'l', 'Veleučilište u Požegi', 'Javna veleučilišta', 'Veleučilište u Požegi', 'Izvanredni', 'Prehrambena tehnologija (izvanredni, stručni)', 'Požega', 6.0, 60.0, 7.0, 1.17, 0, 1.0]
[2010, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Mediteranska poljoprivreda;smjerovi; Opća mediteranska poljoprivreda, Pčelarstvo (izvanredni, stručni)', 'Poreč', 15.0, 29.0, 4.0, 0.27, 0, 1.0]
[2010, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Poduzetništvo (izvanredni, stručni)', 'Pazin', 10.0, 35.0, 4.0, 0.4, 0, 1.0]
[2010, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Željeznički promet (izvanredni, stručni)', 'Rijeka', 9.0, 42.0, 7.0, 0.78, 0, 1.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Izvanredni', 'Održavanje motornih vozila (izvanredni, stručni)', 'Velika Gorica', 30.0, 57.0, 9.0, 0.3, 0, 1.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Teorija glazbe', 'Zagreb', 5.0, 26.0, 8.0, 1.6, 0, 1.0]
[2010, 'l', 'Veleučilište Hrvatsko zagorje Krapina', 'Privatna veleučilišta', 'Veleučilište Hrvatsko zagorje Krapina', 'Izvanredni', 'Informatika (izvanredni, stručni)', 'Krapina', 30.0, 49.0, 3.0, 0.1, 0, 1.0]
[2010, 'l', 'DIU Libertas Međunarodno sveučilište', 'Privatna sveučilišta', 'DIU Libertas Međunarodno sveučilište', 'Redovni', 'Međunarodni odnosi', 'Zagreb', 30.0, 36.0, 1.0, 0.03, 0, 1.0]
[2010, 'l', 'Sveučilište Jurja Dobrile u Puli', 'Javna sveučilišta', 'Fakultet ekonomije i turizma Dr. Mijo Mirković Sveučilišta u Puli', 'Izvanredni', 'Ekonomija (izvanredni)', 'Pula', 17.0, 118.0, 10.0, 0.59, 0, 1.0]
[2010, 'l', 'RRiF Visoka škola za financijski menadžment', 'Privatne visoke škole', 'RRiF Visoka škola za financijski menadžment', 'Izvanredni', 'Računovodstvo i financije; smjer: računovodstveno - financijski (izvanredni, stručni)', 'Zagreb', 75.0, 69.0, 4.0, 0.05, 0, 1.0]
[2010, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za ekonomiju i poslovnu ekonomiju Sveučilišta u Dubrovniku', 'Izvanredni', 'Ekonomija; studijski smjer: Ekonomija (izvanredni)', 'Dubrovnik', 8.0, 46.0, 5.0, 0.63, 0, 1.0]
[2010, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za umjetnost i restauraciju Sveučilišta u Dubrovniku', 'Izvanredni', 'Konzervacija - restauracija; smjerovi: Drvo, Papir, Tekstil, Metal, Keramika (izvanredni)', 'Dubrovnik', 5.0, 3.0, 1.0, 0.2, 0, 1.0]
[2010, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Pomorski odjel Sveučilišta u Dubrovniku', 'Izvanredni', 'Nautika (izvanredni)', 'Dubrovnik', 9.0, 41.0, 2.0, 0.22, 0, 1.0]
[2010, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Izvanredni', 'Ekonomija poduzetništva (izvanredni, stručni)', 'Zagreb', 15.0, 29.0, 0.0, 0.0, 0, 1.0]
[2010, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Izvanredni', 'Poslovna informatika (izvanredni, stručni)', 'Zagreb', 5.0, 6.0, 0.0, 0.0, 0, 1.0]
[2010, 'l', 'EFFECTUS studij financije i pravo - visoko učilište', 'Privatne visoke škole', 'EFFECTUS studij financije i pravo - visoko učilište', 'Izvanredni', 'Financije i pravo (izvanredni, stručni)', 'Zagreb', 40.0, 18.0, 1.0, 0.03, 0, 1.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Umjetnička akademija Sveučilišta u Splitu', 'Redovni', 'Gluma', 'Split', 0.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Umjetnička akademija Sveučilišta u Splitu', 'Redovni', 'Kompozicija', 'Split', 2.0, 7.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za povijest Sveučilišta u Zadru', 'Redovni', 'Povijest (dvopredmetni)', 'Zadar', 0.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zadru', 'Javna sveučilišta', 'Odjel za povijest umjetnosti Sveučilišta u Zadru', 'Redovni', 'Povijest umjetnosti (dvopredmetni)', 'Zadar', 0.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Akademija dramske umjetnosti Sveučilišta u Zagrebu', 'Redovni', 'Gluma', 'Zagreb', 13.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu', 'Izvanredni', 'Primjena informacijske tehnologije u poslovanju (izvanredni, stručni)', 'Križevci', 70.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu', 'Izvanredni', 'Primjena informacijske tehnologije u poslovanju (izvanredni, stručni)', 'Sisak', 90.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu', 'Izvanredni', 'Primjena informacijske tehnologije u poslovanju (izvanredni, stručni)', 'Zabok', 110.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Čembalo', 'Zagreb', 1.0, 2.0, 1.0, 1.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Fagot', 'Zagreb', 2.0, 2.0, 2.0, 1.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Harfa', 'Zagreb', 1.0, 0, 0, 0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Trombon', 'Zagreb', 2.0, 4.0, 1.0, 0.5, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Tuba', 'Zagreb', 1.0, 1.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Studij za instrumentaliste; smjer: Viola', 'Zagreb', 6.0, 3.0, 3.0, 0.5, 0, 0.0]
[2010, 'l', 'Tehničko veleučilište u Zagrebu', 'Javna veleučilišta', 'Tehničko veleučilište u Zagrebu', 'Redovni', 'Strojarstvo (stručni)', 'Zagreb', 0.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Visoka škola za ekonomiju, poduzetništvo i upravljanje Nikola Šubić Zrinski', 'Privatne visoke škole', 'Visoka škola za ekonomiju, poduzetništvo i upravljanje Nikola Šubić Zrinski', 'Redovni', 'Ekonomija poduzetništva (stručni)', 'Zagreb', 90.0, 189.0, 19.0, 0.21, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Poslovna ekonomija (izvanredni)', 'Zagreb', 130.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Muzička akademija Sveučilišta u Zagrebu', 'Redovni', 'Kompozicija; smjer: Kompozicija, Elektronička kompozicija, Primijenjena kompozicija', 'Zagreb', 2.0, 18.0, 5.0, 2.5, 0, 0.0]
[2010, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Osijeku', 'Redovni', 'Mađarski jezik i književnost i Povijest', 'Osijek', 20.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu', 'Izvanredni', 'Primjena informacijske tehnologije u poslovanju (izvanredni, stručni)', 'Varaždin', 60.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu', 'Izvanredni', 'Informacijski sustavi i Poslovni sustavi (izvanredni)', 'Varaždin', 20.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Pomorski fakultet Sveučilišta u Splitu', 'Izvanredni', 'Pomorske elektrotehničke i informatičke tehnologije (izvanredni)', 'Split', 10.0, 58.0, 5.0, 0.5, 0, 0.0]
[2010, 'l', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Sveučilišni odjel za stručne studije', 'Izvanredni', 'Elektronika (izvanredni, stručni)', 'Split', 10.0, 63.0, 2.0, 0.2, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Kineziološki fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Izobrazba trenera; smjerovi: Akrobatski Rock and Roll, Atletika, Badminton, Bejzbol, Biciklizam, Biljar, Boks, Dizanje utega, Hokej na travi, Hrvanje, Jedrenje, Jedrenje na daski, Judo, Kajakaštvo, Karate, Kickboxing, Klizanje, Konjički sport, Košarka, Ku (izvanredni, stručni)', 'Zagreb', 150.0, 0.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Veleučilište u Rijeci', 'Javna veleučilišta', 'Veleučilište u Rijeci', 'Izvanredni', 'Vinarstvo (izvanredni, stručni)', 'Poreč', 10.0, 33.0, 1.0, 0.1, 0, 0.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Izvanredni', 'Održavanje računalnih sustava (izvanredni, stručni)', 'Velika Gorica', 5.0, 104.0, 8.0, 1.6, 0, 0.0]
[2010, 'l', 'Veleučilište Velika Gorica', 'Privatna veleučilišta', 'Veleučilište Velika Gorica', 'Izvanredni', 'Upravljanje u kriznim uvjetima (izvanredni, stručni)', 'Velika Gorica', 10.0, 68.0, 3.0, 0.3, 0, 0.0]
[2010, 'l', 'Visoka poslovna škola Libertas', 'Privatne visoke škole', 'Visoka poslovna škola Libertas ', 'Izvanredni', 'Turistički i hotelski menadžment (izvanredni, stručni)', 'Zagreb', 30.0, 69.0, 3.0, 0.1, 0, 0.0]
[2010, 'l', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Tekstilno-tehnološki fakultet Sveučilišta u Zagrebu', 'Redovni', 'Tekstilna odjevna i obućarska tehnologija; smjer: Dizajn obuće (stručni)', 'Varaždin', 25.0, 23.0, 3.0, 0.12, 0, 0.0]
[2010, 'l', 'DIU Libertas Međunarodno sveučilište', 'Privatna sveučilišta', 'DIU Libertas Međunarodno sveučilište', 'Redovni', 'Međunarodno poslovanje', 'Zagreb', 30.0, 6.0, 1.0, 0.03, 0, 0.0]
[2010, 'l', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Filozofski fakultet Sveučilišta u Osijeku', 'Redovni', 'Mađarski jezik i književnost i Hrvatski jezik i književnost', 'Osijek', 10.0, 3.0, 0.0, 0.0, 0, 0.0]
[2010, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Odjel za elektrotehniku i računarstvo Sveučilišta u Dubrovniku', 'Izvanredni', 'Elektrotehničke i komunikacijske tehnologije u pomorstvu (izvanredni)', 'Dubrovnik', 6.0, 15.0, 2.0, 0.33, 0, 0.0]
[2010, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Pomorski odjel Sveučilišta u Dubrovniku', 'Izvanredni', 'Brodostrojarstvo (izvanredni)', 'Dubrovnik', 6.0, 19.0, 2.0, 0.33, 0, 0.0]
[2010, 'l', 'Sveučilište u Dubrovniku', 'Javna sveučilišta', 'Pomorski odjel Sveučilišta u Dubrovniku', 'Izvanredni', 'Pomorske tehnologije jahta i marina (izvanredni)', 'Dubrovnik', 7.0, 22.0, 1.0, 0.14, 0, 0.0]
[2010, 'l', 'Veleučilište VERN', 'Privatna veleučilišta', 'Veleučilište VERN', 'Izvanredni', 'Tehnički menadžment (izvanredni, stručni)', 'Zagreb', 90.0, 35.0, 2.0, 0.02, 0, 0.0]
[2015, 'j', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Kineziološki fakultet Sveučilišta u Splitu', 'Izvanredni', 'Kineziologija (izvanredni, stručni)', 'Split', 106.0, 123.0, 75.0, 0.71, 0, 96.0]
[2015, 'j', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Splitu', 'Izvanredni', 'Upravni studij (izvanredni, stručni)', 'Split', 116.0, 149.0, 53.0, 0.46, 0, 89.0]
[2015, 'j', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Zagrebu', 'Izvanredni', 'Pravo (izvanredni)', 'Zagreb', 103.0, 137.0, 76.0, 0.74, 0, 57.0]
[2015, 'j', 'Sveučilište u Splitu', 'Javna sveučilišta', 'Pravni fakultet Sveučilišta u Splitu', 'Izvanredni', 'Pravo (izvanredni)', 'Split', 105.0, 106.0, 30.0, 0.29, 0, 53.0]
[2015, 'j', 'Sveučilište u Zagrebu', 'Javna sveučilišta', 'Tekstilno-tehnološki fakultet Sveučilišta u Zagrebu', 'Redovni', 'Tekstilna tehnologija i inženjerstvo, smjerovi: Odjevno inženjerstvo, Projektiranje i menadžment tekstila, Tekstilna kemija, materijali i ekologija', 'Zagreb', 107.0, 93.0, 34.0, 0.32, 0, 50.0]
[2015, 'j', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Fakultet za odgojne i obrazovne znanosti Sveučilišta u Osijeku', 'Izvanredni', 'Rani i predškolski odgoj i obrazovanje (izvanredni)', 'Slavonski Brod', 50.0, 111.0, 59.0, 1.18, 0, 50.0]
[2015, 'j', 'Sveučilište u Rijeci', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Rijeci', 'Izvanredni', 'Poslovna ekonomija; smjerovi: Financije i računovodstvo, Poduzetništvo, Menadžment, Marketing, Međunarodno poslovanje (izvanredni)', 'Rijeka', 48.0, 128.0, 36.0, 0.75, 0, 48.0]
[2015, 'j', 'Sveučilište Josipa Jurja Strossmayera u Osijeku', 'Javna sveučilišta', 'Ekonomski fakultet Sveučilišta u Osijeku', 'Izvanredni', 'Ekonomska politika i regionalni razvitak,  Financijski menadžment, Marketing, Menadžment, Poduzetništvo, Poslovna informatika  (izvanredni)', 'Osijek', 120.0, 77.0, 30.0, 0.25, 0, 47.0]
